State_Short,State_Code,State_Name,Value,Year,Metric
AP,16.0,Amapá,19.0,2022,Deaths
TO,17.0,Tocantins,29.0,2022,Deaths
Região Norte,,,687.0,2022,Deaths
MA,21.0,Maranhão,217.0,2022,Deaths
PI,22.0,Piauí,80.0,2022,Deaths
CE,23.0,Ceará,229.0,2022,Deaths
RN,24.0,Rio Grande do Norte,80.0,2022,Deaths
PB,25.0,Paraíba,106.0,2022,Deaths
PE,26.0,Pernambuco,367.0,2022,Deaths
AL,27.0,Alagoas,84.0,2022,Deaths
SE,28.0,Sergipe,58.0,2022,Deaths
BA,29.0,Bahia,413.0,2022,Deaths
Região Nordeste,,,1634.0,2022,Deaths
MG,31.0,Minas Gerais,320.0,2022,Deaths
ES,32.0,Espírito Santo,115.0,2022,Deaths
RJ,33.0,Rio de Janeiro,806.0,2022,Deaths
SP,35.0,São Paulo,1283.0,2022,Deaths
Região Sudeste,,,2524.0,2022,Deaths
PR,41.0,Paraná,191.0,2022,Deaths
SC,42.0,Santa Catarina,115.0,2022,Deaths
RS,43.0,Rio Grande do Sul,337.0,2022,Deaths
Região Sul,,,643.0,2022,Deaths
MS,50.0,Mato Grosso do Sul,110.0,2022,Deaths
MT,51.0,Mato Grosso,108.0,2022,Deaths
GO,52.0,Goiás,111.0,2022,Deaths
DF,53.0,Distrito Federal,28.0,2022,Deaths
Região Centro-Oeste,,,357.0,2022,Deaths
BR,76.0,Brasil,5845.0,2022,Deaths
RO,11.0,Rondônia,1815278.0,2022,Population
AC,12.0,Acre,906876.0,2022,Population
AM,13.0,Amazonas,4269995.0,2022,Population
RR,14.0,Roraima,652713.0,2022,Population
PA,15.0,Pará,8777124.0,2022,Population
AP,16.0,Amapá,877613.0,2022,Population
TO,17.0,Tocantins,1607363.0,2022,Population
Região Norte,,,18906962.0,2022,Population
MA,21.0,Maranhão,7153262.0,2022,Population
PI,22.0,Piauí,3289290.0,2022,Population
CE,23.0,Ceará,9240580.0,2022,Population
RN,24.0,Rio Grande do Norte,3560903.0,2022,Population
PB,25.0,Paraíba,4059905.0,2022,Population
PE,26.0,Pernambuco,9674793.0,2022,Population
AL,27.0,Alagoas,3365351.0,2022,Population
SE,28.0,Sergipe,2338474.0,2022,Population
BA,29.0,Bahia,14985284.0,2022,Population
Região Nordeste,,,57667842.0,2022,Population
MG,31.0,Minas Gerais,21411923.0,2022,Population
ES,32.0,Espírito Santo,4108508.0,2022,Population
RJ,33.0,Rio de Janeiro,17463349.0,2022,Population
SP,35.0,São Paulo,46649132.0,2022,Population
Região Sudeste,,,89632912.0,2022,Population
PR,41.0,Paraná,11597484.0,2022,Population
SC,42.0,Santa Catarina,7338473.0,2022,Population
RS,43.0,Rio Grande do Sul,11466630.0,2022,Population
Região Sul,,,30402587.0,2022,Population
MS,50.0,Mato Grosso do Sul,2839188.0,2022,Population
MT,51.0,Mato Grosso,3567234.0,2022,Population
GO,52.0,Goiás,7206589.0,2022,Population
DF,53.0,Distrito Federal,3094325.0,2022,Population
Região Centro-Oeste,,,16707336.0,2022,Population
BR,76.0,Brasil,213317639.0,2022,Population
RO,11.0,Rondônia,1.7000000000000002,2022,Incidence
AC,12.0,Acre,3.6,2022,Incidence
AM,13.0,Amazonas,5.199999999999999,2022,Incidence
RR,14.0,Roraima,2.7577204682609358,2022,Incidence
PA,15.0,Pará,3.9,2022,Incidence
AP,16.0,Amapá,2.2,2022,Incidence
TO,17.0,Tocantins,1.9000000000000001,2022,Incidence
Região Norte,,,3.7,2022,Incidence
MA,21.0,Maranhão,3.033581043166041,2022,Incidence
PI,22.0,Piauí,2.5,2022,Incidence
CE,23.0,Ceará,2.5,2022,Incidence
RN,24.0,Rio Grande do Norte,2.3000000000000003,2022,Incidence
PB,25.0,Paraíba,2.7,2022,Incidence
PE,26.0,Pernambuco,3.8000000000000003,2022,Incidence
AL,27.0,Alagoas,2.4960249317233183,2022,Incidence
SE,28.0,Sergipe,2.480249940773342,2022,Incidence
BA,29.0,Bahia,2.8000000000000003,2022,Incidence
Região Nordeste,,,2.9,2022,Incidence
MG,31.0,Minas Gerais,1.5,2022,Incidence
ES,32.0,Espírito Santo,2.8000000000000003,2022,Incidence
RJ,33.0,Rio de Janeiro,4.615380474844773,2022,Incidence
SP,35.0,São Paulo,2.8000000000000003,2022,Incidence
Região Sudeste,,,2.9,2022,Incidence
PR,41.0,Paraná,1.6469089330065037,2022,Incidence
SC,42.0,Santa Catarina,1.6,2022,Incidence
RS,43.0,Rio Grande do Sul,2.9389628862185315,2022,Incidence
Região Sul,,,2.2,2022,Incidence
MS,50.0,Mato Grosso do Sul,3.9,2022,Incidence
MT,51.0,Mato Grosso,3.1,2022,Incidence
GO,52.0,Goiás,1.6,2022,Incidence
DF,53.0,Distrito Federal,1.0,2022,Incidence
Região Centro-Oeste,,,2.2,2022,Incidence
BR,76.0,Brasil,2.7400453274283616,2022,Incidence
RO,11.0,Rondônia,24.0,2023,Deaths
AC,12.0,Acre,36.0,2023,Deaths
AM,13.0,Amazonas,215.0,2023,Deaths
RR,14.0,Roraima,28.0,2023,Deaths
PA,15.0,Pará,315.0,2023,Deaths
AP,16.0,Amapá,17.0,2023,Deaths
TO,17.0,Tocantins,11.0,2023,Deaths
Região Norte,,,646.0,2023,Deaths
MA,21.0,Maranhão,242.0,2023,Deaths
PI,22.0,Piauí,97.0,2023,Deaths
CE,23.0,Ceará,239.0,2023,Deaths
RN,24.0,Rio Grande do Norte,91.0,2023,Deaths
PB,25.0,Paraíba,114.0,2023,Deaths
PE,26.0,Pernambuco,445.0,2023,Deaths
AL,27.0,Alagoas,79.0,2023,Deaths
SE,28.0,Sergipe,55.0,2023,Deaths
BA,29.0,Bahia,394.0,2023,Deaths
Região Nordeste,,,1756.0,2023,Deaths
MG,31.0,Minas Gerais,340.0,2023,Deaths
ES,32.0,Espírito Santo,129.0,2023,Deaths
RJ,33.0,Rio de Janeiro,795.0,2023,Deaths
SP,35.0,São Paulo,1310.0,2023,Deaths
Região Sudeste,,,2574.0,2023,Deaths
PR,41.0,Paraná,210.0,2023,Deaths
SC,42.0,Santa Catarina,121.0,2023,Deaths
RS,43.0,Rio Grande do Sul,356.0,2023,Deaths
Região Sul,,,687.0,2023,Deaths
MS,50.0,Mato Grosso do Sul,103.0,2023,Deaths
MT,51.0,Mato Grosso,99.0,2023,Deaths
GO,52.0,Goiás,99.0,2023,Deaths
DF,53.0,Distrito Federal,20.0,2023,Deaths
Região Centro-Oeste,,,321.0,2023,Deaths
BR,76.0,Brasil,5984.0,2023,Deaths
RO,11.0,Rondônia,1815278.0,2023,Population
AC,12.0,Acre,906876.0,2023,Population
AM,13.0,Amazonas,4269995.0,2023,Population
RR,14.0,Roraima,652713.0,2023,Population
PA,15.0,Pará,8777124.0,2023,Population
AP,16.0,Amapá,877613.0,2023,Population
TO,17.0,Tocantins,1607363.0,2023,Population
Região Norte,,,18906962.0,2023,Population
MA,21.0,Maranhão,7153262.0,2023,Population
PI,22.0,Piauí,3289290.0,2023,Population
CE,23.0,Ceará,9240580.0,2023,Population
RN,24.0,Rio Grande do Norte,3560903.0,2023,Population
PB,25.0,Paraíba,4059905.0,2023,Population
PE,26.0,Pernambuco,9674793.0,2023,Population
AL,27.0,Alagoas,3365351.0,2023,Population
SE,28.0,Sergipe,2338474.0,2023,Population
BA,29.0,Bahia,14985284.0,2023,Population
Região Nordeste,,,57667842.0,2023,Population
MG,31.0,Minas Gerais,21411923.0,2023,Population
ES,32.0,Espírito Santo,4108508.0,2023,Population
RJ,33.0,Rio de Janeiro,17463349.0,2023,Population
SP,35.0,São Paulo,46649132.0,2023,Population
Região Sudeste,,,89632912.0,2023,Population
PR,41.0,Paraná,11597484.0,2023,Population
SC,42.0,Santa Catarina,7338473.0,2023,Population
RS,43.0,Rio Grande do Sul,11466630.0,2023,Population
Região Sul,,,30402587.0,2023,Population
MS,50.0,Mato Grosso do Sul,2839188.0,2023,Population
MT,51.0,Mato Grosso,3567234.0,2023,Population
GO,52.0,Goiás,7206589.0,2023,Population
DF,53.0,Distrito Federal,3094325.0,2023,Population
Região Centro-Oeste,,,16707336.0,2023,Population
BR,76.0,Brasil,213317639.0,2023,Population
RO,11.0,Rondônia,1.4000000000000001,2023,Incidence
AC,12.0,Acre,4.0,2023,Incidence
AM,13.0,Amazonas,5.1,2023,Incidence
RR,14.0,Roraima,4.289787395072566,2023,Incidence
PA,15.0,Pará,3.6,2023,Incidence
AP,16.0,Amapá,2.0,2023,Incidence
TO,17.0,Tocantins,0.7,2023,Incidence
Região Norte,,,3.5,2023,Incidence
MA,21.0,Maranhão,3.3830719467565986,2023,Incidence
PI,22.0,Piauí,3.0,2023,Incidence
CE,23.0,Ceará,2.6,2023,Incidence
RN,24.0,Rio Grande do Norte,2.6,2023,Incidence
PB,25.0,Paraíba,2.9,2023,Incidence
PE,26.0,Pernambuco,4.6,2023,Incidence
AL,27.0,Alagoas,2.3474520191207398,2023,Incidence
SE,28.0,Sergipe,2.3519611507333416,2023,Incidence
BA,29.0,Bahia,2.7,2023,Incidence
Região Nordeste,,,3.1,2023,Incidence
MG,31.0,Minas Gerais,1.6,2023,Incidence
ES,32.0,Espírito Santo,3.2,2023,Incidence
RJ,33.0,Rio de Janeiro,4.552391411292302,2023,Incidence
SP,35.0,São Paulo,2.9,2023,Incidence
Região Sudeste,,,2.9,2023,Incidence
PR,41.0,Paraná,1.810737570321287,2023,Incidence
SC,42.0,Santa Catarina,1.7000000000000002,2023,Incidence
RS,43.0,Rio Grande do Sul,3.104661090486045,2023,Incidence
Região Sul,,,2.3000000000000003,2023,Incidence
MS,50.0,Mato Grosso do Sul,3.7,2023,Incidence
MT,51.0,Mato Grosso,2.8000000000000003,2023,Incidence
GO,52.0,Goiás,1.4000000000000001,2023,Incidence
DF,53.0,Distrito Federal,0.7,2023,Incidence
Região Centro-Oeste,,,2.0,2023,Incidence
BR,76.0,Brasil,2.805206371143082,2023,Incidence
